_date_,cpi,cpifbt,deporate_savings,dubaicrude,expenditures,exports,fx_rate,gir,hotel_occupancy,imports,libor_3m,libor_6m,m1_imf,m2_imf,man_avecaputili,man_valnetsales,man_ppi,man_vopi,mrt3,ofw_deployed,peso_euro,peso_sgd,peso_yen,psei,remit,revenues,ricep,sale_app,sale_automotive,sibor_3m,sibor_6m,tbill182_1,tbill364_1,tbill91_1,v_arrival,wpi
1998-11-01,NA,98.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469835,NA,17.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-12-01,NA,97.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700255,NA,17.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-01-01,NA,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,671894,NA,17.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-02-01,NA,99.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475383,NA,17.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-03-01,NA,98.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535554,NA,17.40,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-04-01,NA,98.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572052,NA,17.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-05-01,NA,97.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632203,NA,17.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-06-01,NA,97.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559521,NA,17.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-07-01,NA,97.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509842,NA,17.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-08-01,NA,98.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445700,NA,17.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-09-01,NA,98.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408191,NA,17.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-10-01,NA,98.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374766,NA,17.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-11-01,NA,98.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388086,NA,16.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-12-01,NA,98.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448027,NA,16.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-01-01,97.7,99.0,6.4,17.56818,44228,2717,40.4266,14806.62,49.155,2651,6.0368,6.2100,344.258,1811.93,NA,NA,NA,NA,NA,100349,39.3843,23.6130,0.3770,1989.400,686441,44114,17.05,474500,NA,6.0350,6.2060,9.6,10.3,8.9,188752,108.6
2000-02-01,98.0,99.1,6.2,17.00000,39986,2902,40.5717,14621.34,56.6225,2483,6.0980,6.3255,334.971,1797.16,NA,NA,NA,NA,NA,67935,39.7177,23.7789,0.3730,1641.900,435494,31068,17.20,491300,NA,6.0985,6.3235,9.6,10.5,8.8,179551,109.5
2000-03-01,98.0,98.8,6.4,15.59455,52632,2989,40.9381,16055.68,51.5625,2742,6.1896,6.4022,337.404,1854.07,NA,NA,NA,NA,NA,62026,39.4985,23.9086,0.3896,1681.720,480821,39351,17.32,561800,NA,6.1809,6.3948,9.6,10.7,8.9,191292,109.5
2000-04-01,98.3,99.0,6.3,14.04762,49030,2668,41.1884,15880.69,51.865,2528,6.3000,6.5228,341.659,1865.97,NA,NA,NA,NA,NA,73905,37.5919,24.2015,0.3881,1598.700,452512,58060,17.38,528900,NA,6.2962,6.5233,9.5,10.5,8.8,184116,109.1
2000-05-01,98.5,99.3,6.5,14.03409,61343,2931,41.8063,15479.21,52.775,2437,6.7445,6.9609,338.539,1866.88,NA,NA,NA,NA,NA,80691,39.8438,24.7352,0.4024,1478.760,528690,40515,17.45,663200,NA,6.7341,6.9595,9.9,11.0,8.8,159542,109.8
2000-06-01,99.5,99.1,6.4,13.04524,50832,3410,42.6489,15412.9,47.8575,2495,6.7919,6.9724,346.52800000000004,1900.01,NA,NA,NA,NA,NA,74926,41.0481,24.9013,0.4100,1533.990,516493,37249,17.60,665700,NA,6.7914,6.9700,10.1,10.9,8.9,160003,110.3
2000-07-01,100.0,99.5,6.7,14.87727,57901,3219,44.3557,14847.93,50.82,2676,6.7324,6.9229,350.44799999999996,1911.78,NA,NA,NA,NA,NA,68711,41.5300,25.9220,0.4103,1417.170,502103,45886,17.87,524800,NA,6.7338,6.9271,10.0,10.9,8.9,166140,111.5
2000-08-01,100.5,100.1,6.7,25.05957,55655,3529,44.8977,15468.43,51.345,2643,6.6926,6.8400,358.83999999999996,1914.12,NA,NA,NA,NA,NA,74136,40.2853,26.1924,0.4234,1537.500,510806,45577,18.15,555000,NA,6.7022,6.8391,10.3,11.2,8.9,158991,111.9
2000-09-01,100.9,100.4,6.4,32.02526,47835,3502,45.7367,14944.48,49.66,2973,6.6671,6.7686,360.773,1943.6,NA,NA,NA,NA,NA,66509,40.6318,26.5460,0.4302,1434.490,490843,34639,18.15,493000,NA,6.6648,6.7705,10.5,11.7,9.1,128312,113.4
2000-10-01,101.7,100.7,7.8,32.33913,59360,3398,48.1061,14455.39,54.1375,2854,6.7800,6.7273,357.01,2026.5,NA,NA,NA,NA,NA,59933,43.2398,29.2831,0.4720,1287.850,497517,46802,17.81,513000,NA,6.7800,6.7286,11.9,13.1,9.4,146816,114.7
2000-11-01,103.0,102.1,10.8,28.97850,60143,3317,49.7537,14532.71,54.24,2669,6.7550,6.7100,364.84,2003.85,NA,NA,NA,NA,NA,59953,42.3150,28.1442,0.4483,1404.830,428471,41246,17.56,581300,NA,6.7550,6.7117,16.0,16.6,15.8,156725,115.9
2000-12-01,103.8,102.9,11.2,24.17632,62890,3496,49.89615,15062.82,55,2237,6.5570,6.4120,363.504,2065.21,NA,NA,NA,NA,NA,52554,46.4931,28.8839,0.4368,1494.500,520259,41218,17.48,676900,NA,6.5625,6.4230,15.1,15.3,13.6,171929,114.7
2001-01-01,105.0,104.2,9.7,19.67955,56242,2889,50.96927273,14405.22,49.155000000000008,2472,5.7119,5.5429,383.097,2049.68,NA,107.4,111.0,105.2,6.8506860,100349,45.8000,28.3325,0.4264,1563.950,456163,49856,17.51,468800,NA,5.7555,5.5836,12.9,13.4,12.2,167184,116.9
2001-02-01,105.3,103.8,8.9,15.51053,42888,2805,48.2912,14194.61,56.6225,2193,5.3670,5.2200,370.387,2038.33,NA,106.5,110.9,108.0,6.5464310,64507,44.3247,27.7294,0.4158,1665.370,432962,30291,17.43,435100,NA,5.3745,5.2340,11.9,12.6,10.6,147900,118
2001-03-01,105.4,103.5,9.8,15.64500,60009,2870,48.467,14709.73,51.5625,2607,4.9718,4.8173,370.933,2057.2199999999996,NA,116.0,111.2,116.6,7.4768680,65043,43.6008,27.4246,0.3992,1517.120,465308,41067,17.46,527800,NA,4.9786,4.8382,10.9,11.6,9.7,186087,117.7
2001-04-01,105.6,103.4,7.2,15.55000,56319,2246,50.1854,14481.96,51.865000000000008,2693,4.6428,4.5056,383.036,2104.12,77.7,99.4,111.3,98.9,6.2514910,74619,45.6352,28.1650,0.4131,1440.720,510153,66165,17.43,491700,NA,4.6450,4.5061,10.8,11.3,9.9,177294,118.6
2001-05-01,105.8,103.9,7.1,15.76818,72614,2600,50.5389,14483.47,52.774999999999992,2681,4.1126,4.0916,379.473,2091.7399999999996,78.7,113.7,111.9,107.3,7.1187960,83637,43.3657,27.9439,0.4204,1434.910,538166,42367,17.47,558200,NA,4.1157,4.0986,10.7,11.4,9.5,148414,119.4
2001-06-01,106.7,104.5,6.5,15.02650,56449,2578,51.4881,14596.49,47.857500000000008,2609,3.8415,3.8315,382.396,2123.84,78.8,112.7,112.7,113.0,7.4163090,75446,44.2231,28.7362,0.4201,1431.200,489641,36953,17.54,559400,NA,3.8360,3.8340,9.8,10.9,8.8,145784,121.5
